ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Meta: _woonder_brand_text","Meta: _woonder_additional_info_text","Meta: _bsf_post_type","Meta: _bsf_item_review_type","Meta: _seoai_optimized","Meta: _oembed_40bf276b53ef780db10942d98bdaa350","Meta: _oembed_time_40bf276b53ef780db10942d98bdaa350","Meta: _oembed_f38f7fe3841eaae9d7ef2857b5b34862","Meta: _oembed_time_f38f7fe3841eaae9d7ef2857b5b34862","Meta: _oembed_ec23a24e9ae831d2fe49c93da1457877","Meta: _oembed_time_ec23a24e9ae831d2fe49c93da1457877"
21704,simple,,"AIR 31 TWS Bluetooth 5.3 Earbuds - Transparent Wireless Earbuds with Noise Reduction",1,0,visible,"Discover AIR 31 TWS Bluetooth 5.3 Earbuds with auto pairing, noise reduction, and long battery life. Enjoy clear calls and music with a comfortable fit.","Experience the superior sound quality with AIR 31 TWS Bluetooth 5.3 Earbuds. These true wireless earbuds feature an advanced Bluetooth 5.3 chip for lightning-fast transmission and automatic pairing upon powering on. Enjoy crystal-clear calls with the built-in active noise reduction IC, delivering high-definition audio. With a robust 14.2mm diaphragm and professional alloy sound transmission network, you’ll hear every detail in your music or calls. Equipped with a powerful 30mAh lithium-polymer battery, these earbuds provide up to 3.5 hours of continuous audio at full volume, while the 200mAh charging case ensures you stay powered throughout the day. Waterproof and sweat-resistant, these earbuds are perfect for any activity, whether it’s gaming or workouts. Ergonomically designed for a snug fit, they allow for easy one-button operation to manage calls and music effortlessly, making them ideal for in-car conversations, chatting with friends, or working on the go.",,,taxable,,1,,,0,0,,,,,1,,,1000,Earbuds,,,https://emag.pk/wp-content/uploads/2025/09/3a9525d4351755322710.jpg,,,,,,,,,0,,,0,none,1
21707,simple,,"AIR 31 TWS Bluetooth 5.3 Earbuds - Transparent, Waterproof, Noise Reduction",1,0,visible,"Discover the AIR 31 TWS Bluetooth 5.3 Earbuds with noise reduction, long battery life, and automatic pairing for an exceptional audio experience.","Experience the future of audio with the AIR 31 TWS Original Bluetooth 5.3 Earbuds. Engineered with cutting-edge Bluetooth 5.3 technology, these true wireless earbuds ensure faster transmission speeds and automatic pairing upon powering on. Equipped with advanced active noise reduction IC, they deliver crystal-clear calls and an immersive listening experience.\n\nThe AIR 31 features a large-capacity 30mAh rechargeable lithium-poly battery that provides up to 3.5 hours of uninterrupted audio at maximum volume. The 200mAh charging case keeps your earbuds powered on the go, making them perfect for long journeys.\n\nWith an independent LED battery power indicator, you can easily monitor the charge status of each earbud and the case. Enjoy superior sound quality thanks to the 14.2mm diaphragm, professional alloy sound transmission network, and oxygen-free copper voice coil, delivering 108dB sensitivity for stunning audio clarity.\n\nDesigned to withstand the elements, these earbuds are waterproof, making them resistant to rain and sweat. They are compatible with all Bluetooth-enabled devices and ergonomically crafted for a comfortable fit in your ears.\n\nSmart operation features include automatic power on/off, answering/rejecting calls, and controlling music playback—all at the touch of a single button. Perfect for in-car calling, chatting with friends, gaming, or working, the AIR 31 TWS earbuds are your go-to audio companion.",,,taxable,,1,,,0,0,,,,,1,,,1000,Earbuds,,,https://emag.pk/wp-content/uploads/2025/09/0e2c5b8ffc1755322803.jpg,,,,,,,,,0,,,0,none,1
21709,simple,,"AIR 31 TWS Wireless Earbuds - Bluetooth 5.3, Noise Reduction, Long Battery Life, Waterproof",1,0,visible,"Discover AIR 31 TWS Wireless Earbuds with Bluetooth 5.3, noise reduction, long-lasting battery, and waterproof design. Perfect for music, calls, and gaming!","Experience the ultimate in wireless audio with the AIR 31 TWS Original Earbuds. Featuring advanced Bluetooth 5.3 technology, these earbuds ensure rapid transmission speeds and automatic pairing for seamless connectivity. Enjoy crystal-clear calls and immersive sound quality thanks to the built-in active noise reduction IC, 14.2 diaphragm, and professional alloy sound transmission network. With an impressive 108dB sensitivity and an oxygen-free copper voice coil, every note comes through with stunning clarity.\n\nThe AIR 31 earbuds boast a durable 30mAh lithium-polymer battery, providing up to 3.5 hours of continuous audio at full volume. The included 200mAh charging case extends your listening time significantly, making these earbuds perfect for on-the-go use. Designed to withstand rain and sweat, they are ideal for any activity, ensuring a reliable performance without delays, even in competitive gaming situations.\n\nThese ergonomically designed earbuds offer a comfortable fit for extended wear and can easily connect with all Bluetooth-enabled devices. Enjoy smart operation features, including automatic power on/off, call handling, and music playback with a single button. Whether you’re chatting with friends, making calls while driving, or enjoying your favorite games, the AIR 31 TWS Earbuds deliver convenience and quality in one sleek package.",,,taxable,,1,,,0,0,,,,,1,,,1000,Earbuds,,,https://emag.pk/wp-content/uploads/2025/09/air_31_tws_transparent_earbuds_bluetooth_53v_green1698065126.jpg,,,,,,,,,0,,,0,none,1
21711,simple,,"Pro Air Wireless Neck Hanging Earphones - Bluetooth 5.0 & High-Fidelity Stereo",1,0,visible,"Discover the Pro Air Wireless Neck Hanging Earphones featuring Bluetooth 5.0, high-fidelity sound, and convenient magnetic charging for an unparalleled audio experience.","Introducing the Pro Air Wireless Neck Hanging Earphones, designed for those who value high-quality audio and convenience. These earphones feature a compact and lightweight design, making them perfect for on-the-go listening. With Bluetooth 5.0 technology, enjoy seamless one-step pairing and a stable connection up to 10 meters away. The true wireless design allows for high-fidelity stereo sound during calls and music playback. The 40mAh earphone capacity provides 4-6 hours of music playtime and 2-3 hours of talking time, while the 300mAh charging case ensures you're always powered up. The magnetic absorption charging makes recharging effortless, and the red light indicator lets you know when your earphones are fully charged. Plus, with a multi-function button, you can easily manage calls and music playback. Lightweight at only 124g, these earphones are available in stylish black, white, blue, and pink. Experience exceptional sound quality and convenience with the Pro Air Wireless Neck Hanging Earphones.",,,taxable,,1,,,0,0,,,,,1,,,1000,"Earphones &amp; Headphones > Earphones",,,https://emag.pk/wp-content/uploads/2025/09/3d57d4b6971755338442.jpg,,,,,,,,,0,,,0,none,1
21713,simple,,"Pro Air Neck Hanging Wireless Earphones - Bluetooth 5.0, True Wireless, High Fidelity Stereo",1,0,visible,"Discover Pro Air Neck Hanging Wireless Earphones with Bluetooth 5.0, true wireless design, and high fidelity stereo sound. Enjoy seamless connectivity and long battery life.","Introducing the Pro Air Neck Hanging Wireless Earphones, designed for music lovers who value quality and convenience. These earphones feature a sleek, lightweight design, making them perfect for on-the-go use. With Bluetooth 5.0 technology, enjoy seamless one-step pairing and a stable connection up to 10 meters away. The true wireless design allows for high fidelity stereo sound, delivering an immersive audio experience. Equipped with a 300mAh charging case, you can enjoy up to 6 hours of music playtime and 2-3 hours of talk time. The magnetic absorption charging feature ensures a quick and easy recharge. These earphones also come with a multi-function button for easy operation and a red light indication for battery status. Available in multiple colors, the Pro Air Neck Hanging Wireless Earphones combine style and functionality, making them the perfect companion for any lifestyle.",,,taxable,,1,,,0,0,,,,,1,,,1000,"Earphones &amp; Headphones > Earphones",,,https://emag.pk/wp-content/uploads/2025/09/sport_bluetooth_pro_air_neck_hanging_wireless_earphone_white1698147658.jpg,,,,,,,,,0,,,0,none,1
21715,simple,,"Apple AirPods 4 with Bluetooth 5.3 - USB-C & Wireless Charging Case",1,0,visible,"Discover the Apple AirPods 4 with Bluetooth 5.3, featuring a USB-C charging case, advanced audio, and impressive battery life. Perfect for music lovers on the go!","Introducing the Apple AirPods 4, your ultimate audio companion. With dimensions of just 1.19 inches in height and a featherlight weight of 0.15 oz per AirPod, these earbuds are designed for comfort and portability. The accompanying USB-C charging case measures 1.82 inches high and weighs only 1.14 oz, making it easy to carry anywhere.\n\nExperience exceptional battery life with the AirPods 4. Enjoy up to 4 hours of listening time with Active Noise Cancellation (ANC) on, and 5 hours with ANC off. The charging case extends your listening time to an impressive 20 hours with ANC on, and up to 30 hours with ANC off. Need a quick boost? Just 5 minutes of charging provides around an hour of listening or 45 minutes of talk time.\n\nThese AirPods are equipped with a custom Apple driver and amplifier, delivering adaptive audio and EQ for personalized sound. With features like Transparency Mode, Conversation Awareness, and Voice Isolation, you’ll enjoy every nuance of your music or calls. Plus, with personalized spatial audio and head tracking, your listening experience is truly immersive.\n\nControl your music and calls effortlessly: a single press plays or pauses, a double press skips forward, and a triple press skips backward. Hold to activate Siri, or simply say “Hey Siri” for hands-free interaction.\n\nThe AirPods 4 come packed with advanced sensors, including dual beamforming microphones, motion and speech detection, and an optical in-ear sensor for an intuitive listening experience. With IP54 rating, they’re resistant to dust, sweat, and water.\n\nConnectivity is seamless with Bluetooth 5.3, ensuring you stay connected wherever you are. Additionally, the USB-C charging case supports Qi-compatible wireless charging and includes an integrated speaker for easy locating with the Find My feature.\n\nIncluded in the box are the AirPods 4 with ANC and the USB-C charging case with speaker. Step into the future of audio with the Apple AirPods 4 today!",,,taxable,,1,,,0,0,,,,,1,,,2150,Earpods,,,https://emag.pk/wp-content/uploads/2025/09/apple_airpods_4_bt_53v_usb-c__wireless_charging_case1738074088.jpeg,,,,,,,,,0,,,0,none,1
21720,simple,,"Lenovo HQ08 True Wireless Gaming Earbuds - High-Performance Bluetooth 5.0 with Noise Reduction",1,0,visible,"Discover the Lenovo HQ08 True Wireless Gaming Earbuds featuring Bluetooth 5.0, superior sound quality, noise reduction, and a comfortable fit. Perfect for immersive gaming experiences.","Experience gaming like never before with the Lenovo HQ08 True Wireless Gaming Earbuds. Designed for gamers, these earbuds feature Bluetooth 5.0 technology that ensures a stable connection up to 10 meters away, minimizing latency while optimizing power efficiency. Enjoy rich audio quality with high-performance acoustic components that deliver crisp highs, smooth mids, and deep lows, creating an immersive 360° stereo surround sound experience. The advanced physical noise reduction technology captures sound accurately and filters out environmental noise, allowing you to focus entirely on your game. Crafted with skin-friendly materials and an ergonomic in-ear design, these earbuds provide a comfortable fit that stays secure during intense gaming sessions. The smart touch controls make it easy to manage playback, adjust volume, and answer calls with just a tap. Whether you're gaming, listening to music, or taking calls, the Lenovo HQ08 earbuds are the perfect companion for your audio needs.",,,taxable,,1,,,0,0,,,,,1,,,2850,Earbuds,,,https://emag.pk/wp-content/uploads/2025/09/01755327275.jpeg,,,,,,,,,0,,,0,none,1
21722,simple,,"Lenovo Lecoo EW301 TWS Wireless Bluetooth Earbuds - Superior Sound & Touch Control",1,0,visible,"Discover Lenovo Lecoo EW301 TWS Wireless Bluetooth Earbuds featuring superior sound, touch control, and 3 hours of playback. Perfect audio companion for your lifestyle.","Experience exceptional sound quality with the Lenovo Lecoo EW301 TWS Wireless Bluetooth Earbuds. Designed for convenience and performance, these earbuds utilize Bluetooth version 5.0 for stable connectivity up to 10 meters. With a frequency response range of 25-20kHz, enjoy crystal-clear audio whether you're listening to music or taking calls. The earbuds charge in approximately 2 hours, providing a remarkable playback time of about 3 hours when using a single earbud. Featuring touch control and built-in microphone support, the EW301 earbuds are perfect for hands-free operation and quick access to your device's functions. Elevate your audio experience with Lenovo's innovative design and technology.",,,taxable,,1,,,0,0,,,,,1,,,1690,Earbuds,,,https://emag.pk/wp-content/uploads/2025/09/lenovo_lecoo_ew301_tws_wireless_bluetooth_earbuds1647071919.jpg,,,,,,,,,0,,,0,none,1
21724,simple,,"Joyroom TL1 PRO Waterproof Wireless Earphones - 360° HD Stereo Sound",1,0,visible,"Discover Joyroom TL1 PRO wireless earphones featuring 8-hour battery life, IPX7 waterproofing, and crystal-clear sound. Perfect for sports and everyday use!","Experience superior sound quality with the Joyroom TL1 PRO Truly Stereo Waterproof Wireless Earphones in sleek black. Enjoy up to 8 hours of uninterrupted playtime on a single charge, and extend your listening experience to 20 hours with the included charging case. Designed for audiophiles, these earphones deliver professional tuning with powerful bass and mids, ensuring a rich 360° HD stereo sound experience. With an IPX7 waterproof rating, they’re perfectly suited for outdoor sports, providing protection against sweat and rain. The universally compatible Type-C port allows for both wired and wireless charging, making them incredibly versatile. Equipped with a BT 5.1 chip, enjoy low-latency, stable transmission for seamless audio. Simply open the case to connect instantly, and control your music effortlessly with convenient finger touch controls. The built-in high-sensitivity microphone ensures crystal-clear calls in both ears. Compact and lightweight, these earphones come with a lanyard for easy portability, making them your perfect audio companion on the go.",,,taxable,,1,,,0,0,,,,,1,,,3600,"Earphones &amp; Headphones > Earphones",,,https://emag.pk/wp-content/uploads/2025/09/01755328242.jpg,,,,,,,,,0,,,0,none,1
21726,simple,,"Xiaomi Mi True Wireless Earbuds Basic 2 - Bluetooth 5.0, IPX4 Sweat Resistant, High Sound Quality",1,0,visible,"Experience true wireless freedom with Xiaomi Mi True Wireless Earbuds Basic 2. Enjoy superior sound quality, Bluetooth 5.0 connectivity, and sweat resistance for active lifestyles.","Discover the Xiaomi Mi True Wireless Earbuds Basic 2, designed for music lovers and active individuals alike. With Bluetooth 5.0 technology, these earbuds offer enhanced stability and lightning-fast connections, ensuring you stay connected while on the go. The custom 7.2-mm speakers deliver exceptional sound quality and impressive bass, elevating your listening experience whether you're working out or relaxing at home. Featuring an ergonomic design, these earbuds provide a comfortable and secure fit, perfect for yoga, cycling, or any activity. Weighing just 35.4 grams, they are incredibly portable, making it easy to carry them wherever you go. Control your music and calls effortlessly with the intuitive one-button design, and easily activate your voice assistant with a simple double-click. Enjoy the ultimate wireless experience with Xiaomi's Mi True Wireless Earbuds Basic 2.",,,taxable,,1,,,0,0,,,,,1,,,3240,Earbuds,,,https://emag.pk/wp-content/uploads/2025/09/01755329488.jpg,,,,,,,,,0,,,0,none,1
